Attack ID;Type of attack;Category;Hospital name;Governorate;Date;Closure;Reopening
120;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;09-11-2023;;
121;Airstrike;Violence with heavy weapons, fire or chemical agent;Al-Ranteesi Al-Naser Paediatric Hospital;Gaza City;09-11-2023;;
122;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;10-11-2023;;
123;Lack of fuel;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;10-11-2023;;
124;Siege;Siege, occupation of the facility or use as a military base;Al-Ranteesi Al-Naser Paediatric Hospital;Gaza City;10-11-2023;;
125;Order of evacuation;Evacuation order;Al-Ranteesi Al-Naser Paediatric Hospital;Gaza City;10-11-2023;09-11-2023;01-01-2025
126;Siege;Siege, occupation of the facility or use as a military base;Ophtalmic Hospital;Gaza City;10-11-2023;13-11-2023;07-01-2025
127;Bomb;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;10-11-2023;;
128;Siege;Siege, occupation of the facility or use as a military base;Psychiatric Hospital;Gaza City;10-11-2023;;
129;Sniper;Violence against individuals;Al Quds Hospital;Gaza City;10-11-2023;;
130;Siege;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;10-11-2023;;
131;Sniper;Violence against individuals;Al Shifa Medical Hospital;Gaza City;11-11-2023;;
132;Firearm;Violence against individuals;Al Quds Hospital;Gaza City;11-11-2023;;
133;Firearm;Violence against individuals;Al Shifa Medical Hospital;Gaza City;11-11-2023;;
134;Bomb;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;11-11-2023;;
135;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;11-11-2023;13-11-2023;27-11-2023
136;Siege;Siege, occupation of the facility or use as a military base;Al Quds Hospital;Gaza City;11-11-2023;;
137;Artillery;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;11-11-2023;;
138;Lack of fuel;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;11-11-2023;12-11-2023;24-11-2023
139;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Mahdi Hospital Gaza City;Gaza City;12-11-2023;;
