Attack ID;Type of attack;Category;Hospital name;Governorate;Date;Closure;Reopening
293;delayed access to care due to insecurity;Obstruction to healthcare delivery;European Hospital;Khan Younis;26-01-2024;;
294;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;28-01-2024;;
295;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;29-01-2024;;
296;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;29-01-2024;;
297;Siege;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;29-01-2024;;
298;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;29-01-2024;;
299;Shelling;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;29-01-2024;;
300;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;29-01-2024;;
301;Raid;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;30-01-2024;;
302;Order of evacuation;Evacuation order;Al Amal Hospital;Khan Younis;30-01-2024;;
303;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;30-01-2024;;
304;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;30-01-2024;;
305;Bomb;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;30-01-2024;;
306;Raid;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;31-01-2024;;
307;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;31-01-2024;;
308;Bomb;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;31-01-2024;;
309;Firearm;Violence against individuals;Al Awda Hospital-North;Gaza North;31-01-2024;;
310;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;31-01-2024;;
311;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;31-01-2024;;
312;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;31-01-2024;;
313;Raid;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;31-01-2024;;
314;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;01-02-2024;;
315;Raid;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;01-02-2024;;
316;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;02-02-2024;;
317;Airstrike;Violence with heavy weapons, fire or chemical agent;European Hospital;Khan Younis;03-02-2024;;
318;Interrogation;Violence against individuals;Al Amal Hospital;Khan Younis;05-02-2024;;
319;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;05-02-2024;;
320;Arrestation;Violence against individuals;Al Amal Hospital;Khan Younis;05-02-2024;;
321;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;06-02-2024;;
322;Artillery;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;07-02-2024;;
323;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;07-02-2024;;
324;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;07-02-2024;;
325;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;08-02-2024;;
326;Denial of access to care;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;08-02-2024;;
327;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;08-02-2024;;
328;Artillery;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;08-02-2024;;
329;Firearm;Violence against individuals;Nasser Hospital;Khan Younis;08-02-2024;;
330;Firearm;Violence against individuals;Nasser Hospital;Khan Younis;08-02-2024;;
331;Raid;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;09-02-2024;;
332;Denial of delivery;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;09-02-2024;;
333;Arrestation;Violence against individuals;Al Amal Hospital;Khan Younis;09-02-2024;;
334;Physical abuse;Violence against individuals;Al Amal Hospital;Khan Younis;09-02-2024;;
335;Firearm;Violence against individuals;Nasser Hospital;Khan Younis;10-02-2024;;
336;Firearm;Violence against individuals;Nasser Hospital;Khan Younis;10-02-2024;;
337;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;11-02-2024;;
338;Not specified;Not specified;Al Amal Hospital;Khan Younis;11-02-2024;;
339;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;11-02-2024;;
340;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;11-02-2024;;
341;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;12-02-2024;;
342;Airstrike;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;12-02-2024;;
343;Threat;Violence against individuals;Nasser Hospital;Khan Younis;12-02-2024;;
344;Shelling;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;12-02-2024;;
345;Denial of delivery;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;12-02-2024;;
346;Not specified;Not specified;Nasser Hospital;Khan Younis;13-02-2024;;
347;Order of evacuation;Evacuation order;Nasser Hospital;Khan Younis;13-02-2024;;
348;Not specified;Violence with heavy weapons, fire or chemical agent;Patient Friends Association Hospital;Gaza City;13-02-2024;13-02-2024;21-06-2024
349;Setting fire;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;13-02-2024;;
350;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;13-02-2024;;
351;Order of evacuation;Evacuation order;Nasser Hospital;Khan Younis;14-02-2024;;
352;Hit;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;14-02-2024;;
353;Hit;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;14-02-2024;;
354;Denial of delivery;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;14-02-2024;;
355;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;14-02-2024;13-02-2024;14-02-2024
356;Arrestation;Violence against individuals;Nasser Hospital;Khan Younis;15-02-2024;;
357;Occupation of facility;Siege, occupation of the facility or use as a military base;Nasser Hospital;Khan Younis;15-02-2024;;
358;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;15-02-2024;;
359;Shelling;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;15-02-2024;;
360;Lack of fuel/medical supply;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;15-02-2024;;
361;Denial of delivery;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;16-02-2024;;
362;Hit;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;16-02-2024;;
363;Denial of delivery;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;17-02-2024;;
364;Artillery;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;18-02-2024;18-02-2024;25-02-2024
365;Military base;Siege, occupation of the facility or use as a military base;Nasser Hospital;Khan Younis;18-02-2024;;
366;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;19-02-2024;;
367;Hit;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;19-02-2024;;
368;Denial of delivery;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;19-02-2024;;
369;Artillery;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;20-02-2024;;
370;Military base;Siege, occupation of the facility or use as a military base;Turkish Friendship Hospital;Gaza City;22-02-2024;;
371;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;22-02-2024;28-02-2024;04-03-2024
372;Lack of fuel;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;28-02-2024;28-02-2024;04-03-2024
373;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;28-02-2024;;04-03-2024
374;Setting fire;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;28-02-2024;27-02-2024;03-05-2024
375;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;13-03-2024;;
376;Arrestation;Violence against individuals;Al Shifa Medical Hospital;Gaza City;18-03-2024;;
377;Occupation of facility;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;18-03-2024;;
378;Bomb;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;18-03-2024;;
379;Siege;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;18-03-2024;;
380;Sniper;Violence against individuals;Al Shifa Medical Hospital;Gaza City;18-03-2024;;
381;Order of evacuation;Evacuation order;Al Shifa Medical Hospital;Gaza City;18-03-2024;;
382;Setting fire;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;18-03-2024;;
383;Denial of delivery;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;18-03-2024;;
384;Denial of access to care;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;20-03-2024;;
385;Lack of fuel;Obstruction to healthcare delivery;Al Aqsa Hospital;Deir al Balah;20-03-2024;;
386;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;21-03-2024;;
387;Threat;Violence against individuals;Al Shifa Medical Hospital;Gaza City;21-03-2024;;
388;Bulldozer;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;22-03-2024;;
389;Setting fire;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;22-03-2024;;
390;Physical abuse;Violence against individuals;Al Shifa Medical Hospital;Gaza City;22-03-2024;;
391;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;22-03-2024;;
392;Bomb;Violence with heavy weapons, fire or chemical agent;Al Helou International Hospital;Gaza City;23-03-2024;;
393;Threat;Violence against individuals;Al Shifa Medical Hospital;Gaza City;23-03-2024;;
394;Firearm;Violence against individuals;Al Shifa Medical Hospital;Gaza City;23-03-2024;;
395;Lack of fuel;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;23-03-2024;;
396;Order of evacuation;Evacuation order;Al Amal Hospital;Khan Younis;24-03-2024;26-03-2024;15-04-2024
397;Siege;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;24-03-2024;;
398;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;24-03-2024;;
399;Siege;Siege, occupation of the facility or use as a military base;Nasser Hospital;Khan Younis;24-03-2024;;
400;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;24-03-2024;;
401;Hit;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;25-03-2024;;
402;Order of evacuation;Evacuation order;Al Shifa Medical Hospital;Gaza City;25-03-2024;;
403;Order of evacuation;Evacuation order;Nasser Hospital;Khan Younis;25-03-2024;;
404;Arrestation;Violence against individuals;Nasser Hospital;Khan Younis;25-03-2024;;
405;Military base;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;26-03-2024;;
406;Denial of access to care;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;26-03-2024;;
407;Raid;Siege, occupation of the facility or use as a military base;Nasser Hospital;Khan Younis;27-03-2024;;
408;Order of evacuation;Evacuation order;Nasser Hospital;Khan Younis;27-03-2024;;
409;Artillery;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;27-03-2024;;
410;Denial of access to care;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;27-03-2024;;
411;Denial of access to care;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;27-03-2024;;
412;Arrestation;Violence against individuals;Nasser Hospital;Khan Younis;27-03-2024;;
413;Denial of access to care;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;28-03-2024;;
414;Firearm;Violence against individuals;Al Shifa Medical Hospital;Gaza City;28-03-2024;01-04-2024;27-05-2024
415;Bulldozer;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;31-03-2024;;
416;Delivery impossible due to insecurity;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;05-04-2024;;
417;Delivery impossible due to insecurity;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;05-04-2024;;
418;Denial of delivery;Obstruction to healthcare delivery;Al Ahli Arab Hospital;Gaza City;12-04-2024;;
419;Delivery impossible due to insecurity;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;14-04-2024;;
420;Not specified;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;19-04-2024;;
421;Delivery impossible due to insecurity;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;20-04-2024;;
422;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-Nuseirat;Deir al Balah;22-04-2024;07-01-2024;08-01-2025
423;Order of evacuation;Evacuation order;Indonesian Hospital;Gaza North;23-04-2024;;
424;Military base;Siege, occupation of the facility or use as a military base;Turkish Friendship Hospital;Gaza City;23-04-2024;;
425;Order of evacuation;Evacuation order;Al Najjar Hospital;Rafah;06-05-2024;07-05-2024;
426;Denial of access to care;Obstruction to healthcare delivery;European Hospital;Khan Younis;07-05-2024;;
427;delayed access to care due to insecurity;Obstruction to healthcare delivery;European Hospital;Khan Younis;09-05-2024;;
428;Order of evacuation;Evacuation order;Kuwait Hospital;Rafah;13-05-2024;;
429;Order of evacuation;Evacuation order;Indonesian field Hospital;Rafah;14-05-2024;;
430;Lack of fuel;Obstruction to healthcare delivery;European Hospital;Khan Younis;14-05-2024;;
431;Siege;Siege, occupation of the facility or use as a military base;Al Awda Hospital-North;Gaza North;19-05-2024;;
432;Shelling;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;19-05-2024;;
433;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;19-05-2024;;
434;Order of evacuation;Evacuation order;Al Awda Hospital-North;Gaza North;20-05-2024;;
435;Order of evacuation;Evacuation order;Kamal Adwan Hospital;Gaza North;20-05-2024;;
436;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;20-05-2024;;
437;Sniper;Violence against individuals;Al Awda Hospital-North;Gaza North;20-05-2024;;
438;Artillery;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;20-05-2024;;
439;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;21-05-2024;21-05-2024;03-06-2024
440;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;21-05-2024;;
441;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;21-05-2024;;
442;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;21-05-2024;;
443;Inaccessible due to insecurity;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;21-05-2024;;
444;Raid;Siege, occupation of the facility or use as a military base;Al Awda Hospital-North;Gaza North;22-05-2024;;
445;Lack of fuel;Obstruction to healthcare delivery;Al Aqsa Hospital;Deir al Balah;23-05-2024;;
446;Lack of fuel/medical supply;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;26-05-2024;;
447;Airstrike;Violence with heavy weapons, fire or chemical agent;Kuwait Hospital;Rafah;27-05-2024;;
448;Military base;Siege, occupation of the facility or use as a military base;Noura Al-Kaabi;Gaza North;27-05-2024;;
449;Bomb;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;28-05-2024;;
450;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Quds field Hospital;Rafah;29-05-2024;02-06-2024;
451;Not specified;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;31-05-2024;;
452;Not specified;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;31-05-2024;;
453;Setting fire;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;31-05-2024;;
454;Military base;Siege, occupation of the facility or use as a military base;Indonesian Hospital;Gaza North;31-05-2024;31-05-2024;14-06-2024
455;Lack of fuel;Obstruction to healthcare delivery;Al Hela Al-Emarati Hospital;Rafah;31-05-2024;31-05-2024;
456;Order of evacuation;Evacuation order;Amercian field Hospital;Unkown;02-06-2024;31-05-2024;
457;Shelling;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;03-06-2024;;
458;Airstrike;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;04-06-2024;;
459;Shelling;Violence with heavy weapons, fire or chemical agent;Kuwait Hospital;Rafah;08-06-2024;27-05-2024;
460;Threat;Violence against individuals;Al Aqsa Hospital;Deir al Balah;08-06-2024;;
461;Lack of fuel;Obstruction to healthcare delivery;Kuwait field Hospital;Khan Younis;23-06-2024;;
462;Order of evacuation;Evacuation order;European Hospital;Khan Younis;02-07-2024;02-07-2024;25-08-2024
463;Hit;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;07-07-2024;07-07-2024;10-07-2024
464;Order of evacuation;Evacuation order;Al Ahli Arab Hospital;Gaza City;07-07-2024;;
465;Lack of fuel;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;07-07-2024;;
466;Order of evacuation;Evacuation order;Patient Friends Association Hospital;Gaza City;08-07-2024;08-07-2024;11-12-2024
467;Denial of delivery;Obstruction to healthcare delivery;Al Ahli Arab Hospital;Gaza City;16-07-2024;;
468;Denial of delivery;Obstruction to healthcare delivery;Patient Friends Association Hospital;Gaza City;16-07-2024;;
469;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;22-07-2024;;
470;Lack of fuel/medical supply;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;23-07-2024;;
471;Airstrike;Violence with heavy weapons, fire or chemical agent;Field Hospital;Deir al Balah;23-07-2024;;
472;Not specified;Not specified;Kuwait Hospital;Rafah;03-08-2024;;
473;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;04-08-2024;;
474;Order of evacuation;Evacuation order;Indonesian Hospital;Gaza North;08-08-2024;;
475;Lack of fuel;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;17-08-2024;;
476;Lack of fuel;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;19-08-2024;;
477;Lack of fuel/medical supply;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;19-08-2024;;
478;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;24-08-2024;;
479;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;01-09-2024;;
480;Lack of fuel;Obstruction to healthcare delivery;Not specified;Gaza City;09-09-2024;;
481;Lack of fuel;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;09-09-2024;;
482;Chemical agent;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;07-10-2024;;
483;Threat;Violence against individuals;Kamal Adwan Hospital;Gaza North;08-10-2024;;
484;Siege;Siege, occupation of the facility or use as a military base;Kamal Adwan Hospital;Gaza North;08-10-2024;;
485;Firearm;Violence against individuals;Kamal Adwan Hospital;Gaza North;08-10-2024;08-10-2024;09-10-2024
486;Threat;Violence against individuals;Indonesian Hospital;Gaza North;08-10-2024;;
487;Order of evacuation;Evacuation order;Indonesian Hospital;Gaza North;08-10-2024;;
488;Denial of access to care;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;08-10-2024;;
489;Denial of delivery;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;09-10-2024;;
490;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Yamas As Saeed Hospital;Gaza North;09-10-2024;;
491;Denial of delivery;Obstruction to healthcare delivery;Not specified;Gaza North;10-10-2024;;
492;Lack of fuel;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;10-10-2024;;
493;Denial of access to care;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;11-10-2024;;
494;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-Nuseirat;Deir al Balah;12-10-2024;;
495;Arrestation;Violence against individuals;Kamal Adwan Hospital;Gaza North;13-10-2024;13-10-2024;14-10-2024
496;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;14-10-2024;;
497;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;18-10-2024;;
498;Airstrike;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;18-10-2024;23-10-2024;29-10-2024
499;Lack of fuel/medical supply;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;19-10-2024;;
500;Siege;Siege, occupation of the facility or use as a military base;Indonesian Hospital;Gaza North;19-10-2024;;
501;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;19-10-2024;;
502;Siege;Siege, occupation of the facility or use as a military base;Al Yamas As Saeed Hospital;Gaza North;19-10-2024;;
503;Bomb;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;19-10-2024;;
504;Denial of delivery;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;20-10-2024;;
505;Siege;Siege, occupation of the facility or use as a military base;Al Awda Hospital-North;Gaza North;21-10-2024;;
506;Lack of fuel/medical supply;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;21-10-2024;;
507;Bomb;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;22-10-2024;;
508;Shelling;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;22-10-2024;;
509;Order of evacuation;Evacuation order;Kamal Adwan Hospital;Gaza North;22-10-2024;22-10-2024;23-10-2024
510;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;22-10-2024;;
511;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;22-10-2024;;
512;Denial of access to care;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;23-10-2024;;
513;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;23-10-2024;;
514;Shelling;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;24-10-2024;25-10-2024;27-10-2024
515;Bomb;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;25-10-2024;;
516;Arrestation;Violence against individuals;Kamal Adwan Hospital;Gaza North;25-10-2024;;
517;Firearm;Violence against individuals;Kamal Adwan Hospital;Gaza North;25-10-2024;;
518;Siege;Siege, occupation of the facility or use as a military base;Kamal Adwan Hospital;Gaza North;25-10-2024;;
519;Inaccessible due to insecurity;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;25-10-2024;;
520;Denial of delivery;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;25-10-2024;;
521;Raid;Violence against individuals;Kamal Adwan Hospital;Gaza North;25-10-2024;;
522;Physical abuse;Violence against individuals;Kamal Adwan Hospital;Gaza North;26-10-2024;;
523;Not specified;Not specified;Indonesian Hospital;Gaza North;26-10-2024;;
524;Lack of fuel/medical supply;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;26-10-2024;;
525;Strike;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;31-10-2024;;
526;Bomb;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;31-10-2024;;
527;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;31-10-2024;;
528;Shelling;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;31-10-2024;;
529;Not specified;Not specified;Al Awda Hospital-North;Gaza North;31-10-2024;;
530;Siege;Siege, occupation of the facility or use as a military base;Not specified;Gaza North;02-11-2024;;
531;Artillery;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;03-11-2024;;
532;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;03-11-2024;;
533;Shelling;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;05-11-2024;;
534;Denial of delivery;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;05-11-2024;;
535;Military base;Siege, occupation of the facility or use as a military base;Not specified;Rafah;09-11-2024;;
536;Lack of fuel/medical supply;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;10-11-2024;;
537;Firearm;Violence against individuals;Al Awda Hospital-Nuseirat;Deir al Balah;11-11-2024;;
538;Inaccessible due to insecurity;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;12-11-2024;;
539;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;12-11-2024;;
540;Inaccessible due to insecurity;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;12-11-2024;;
541;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;13-11-2024;;
542;Lack of fuel/medical supply;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;14-11-2024;;
543;Denial of access to care;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;15-11-2024;;
544;Denial of access to care;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;15-11-2024;;
545;Denial of delivery;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;17-11-2024;;
546;Strike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;18-11-2024;;
547;Denial of delivery;Obstruction to healthcare delivery;Al Awda Hospital-Nuseirat;Gaza North;19-11-2024;;
548;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;19-11-2024;;
549;Physical abuse;Violence against individuals;Kamal Adwan Hospital;Gaza North;19-11-2024;;
550;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;19-11-2024;;
551;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;21-11-2024;;
552;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;22-11-2024;;
553;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;22-11-2024;;
554;Not specified;Violence against individuals;Kamal Adwan Hospital;Gaza North;23-11-2024;;
555;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;23-11-2024;;
556;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;23-11-2024;;
557;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-Nuseirat;Deir al Balah;28-11-2024;;
558;Bomb;Violence against individuals;Al Awda Hospital-North;Gaza North;28-11-2024;;
559;Lack of fuel/medical supply;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;29-11-2024;;
560;Lack of fuel/medical supply;Obstruction to healthcare delivery;Field Hospital;Gaza North;29-11-2024;;
561;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;29-11-2024;;
562;Shelling;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;30-11-2024;;
563;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;30-11-2024;;
564;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;03-12-2024;;
