Attack ID;Source 1;Report number;Source 2;Type of attack;Category;Hospital name;Governorate;Date;Month-year;Year-month;Month;Year; Killed staff FU ; Killed staff II ; Killed patients FU ; Killed patients II ; Killed individuals FU ; Killed individuals II ; Detained staff FU ; Detained staff II ; Detained patients FU ; Detained patients II ; Detained individuals FU ; Detained individuals II ; Injured staff FU ; Injured staff II ; Injured patients FU ; Injured patients II ; Injured individuals FU ; Injured individuals II ;Closure;Reopening;Comments
597;Insecurity Insight;NA;No;Bomb;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;21-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
598;Insecurity Insight;NA;No;Bomb;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;21-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
599;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;22-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
600;Insecurity Insight;NA;No;Bomb;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;22-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
601;Flash Update;249;Insecurity Insight;Order of evacuation;Evacuation order;Kamal Adwan Hospital;Gaza North;22-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
602;Flash Update;249;Insecurity Insight;Denial of delivery;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;22-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
603;Flash Update;249;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;23-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;10; -   ;;;
604;Flash Update;249;Insecurity Insight;Bomb;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;24-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;10; -   ;;;
605;Flash Update;249;Insecurity Insight;Artillery;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;24-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
606;Flash Update;249;Insecurity Insight;Order of evacuation;Evacuation order;Indonesian Hospital;Gaza North;24-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;24-12-2024;10-03-2025;
607;Flash Update;296;No;Not specified;Not specified;Al Awda Hospital-Nuseirat;Deir al Balah;26-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ;5; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
608;Flash Update;253;Insecurity Insight;Military base;Siege, occupation of the facility or use as a military base;Indonesian Hospital;Gaza North;27-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
609;Flash Update;253;Insecurity Insight;Siege;Siege, occupation of the facility or use as a military base;Indonesian Hospital;Gaza North;27-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
610;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Awda Hospital-North;Gaza North;27-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
611;Flash Update;251;Insecurity Insight;Raid;Siege, occupation of the facility or use as a military base;Kamal Adwan Hospital;Gaza North;27-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;27-12-2024;10-03-2025;Dozens of medical staff were detained from Kamal Adwan hospital in total
612;Flash Update;251;Insecurity Insight;Arrestation;Violence against individuals;Kamal Adwan Hospital;Gaza North;27-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;240;240; -   ; -   ; -   ; -   ; -   ; -   ;;;
613;Flash Update;251;Insecurity Insight;Physical abuse;Violence against individuals;Kamal Adwan Hospital;Gaza North;27-12-2024;dic-24;2024-12;12;2024; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
614;Flash Update;251;Insecurity Insight;Order of evacuation;Evacuation order;Kamal Adwan Hospital;Gaza North;27-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
615;Flash Update;251;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;27-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
616;Flash Update;251;Insecurity Insight;Strike;Violence with heavy weapons, fire or chemical agent;Wafa Geriatric Hospital;Gaza City;29-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ;7;7; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;; unspecified number of people injured
617;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;30-12-2024;dic-24;2024-12;12;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
618;Insecurity Insight;NA;No;Bulldozer;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;02-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
619;Insecurity Insight;NA;No;Order of evacuation;Evacuation order;Indonesian Hospital;Gaza North;03-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
620;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Indonesian Hospital;Gaza North;03-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
621;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;03-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;killing and injuring an unspecified number of people
622;Insecurity Insight;NA;No;Threat;Violence against individuals;Al Awda Hospital-North;Gaza North;03-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
623;Flash Update;253;Insecurity Insight;Order of evacuation;Evacuation order;Al Awda Hospital-North;Gaza North;03-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
624;Insecurity Insight;NA;No;Bomb;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;03-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;injuring an unspecified number of people
625;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;03-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
626;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;03-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
627;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;04-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
628;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;04-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
629;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;04-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1;;;
630;Insecurity Insight;NA;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Beit Hanoun Hospital;Gaza North;05-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;05-01-2025;;
631;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;06-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
632;Flash Update;255;Insecurity Insight;Lack of fuel;Obstruction to healthcare delivery;Al Aqsa Hospital;Deir al Balah;08-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
633;Flash Update;255;Insecurity Insight;Lack of fuel/medical supply;Obstruction to healthcare delivery;European Hospital;Khan Younis;08-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
634;Flash Update;253;Insecurity Insight;Lack of fuel/medical supply;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;08-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
635;Insecurity Insight;NA;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;08-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
636;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Al Awda Hospital-North;Gaza North;08-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;100; -   ; -   ; -   ; -   ; -   ; -   ;;;
637;Insecurity Insight;NA;No;Artillery;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;08-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
638;Insecurity Insight;NA;No;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;10-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
639;Insecurity Insight;NA;No;Not specified;Not specified;Indonesian Hospital;Gaza North;13-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ;;;
640;Insecurity Insight;NA;No;Denial of delivery;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;14-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
641;Insecurity Insight;NA;No;Denial of delivery;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;14-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
642;Insecurity Insight;NA;No;Not specified;Violence with heavy weapons, fire or chemical agent;Al Quds Hospital;Gaza City;19-01-2025;ene-25;2025-01;1;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
643;Flash Update;261;No;Order of evacuation;Evacuation order;Not specified;Unkown;01-02-2025;feb-25;2025-02;2;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
644;Flash Update;263;No;Order of evacuation;Evacuation order;Not specified;Unkown;05-02-2025;feb-25;2025-02;2;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
645;Insecurity Insight;NA;No;Lack of fuel/medical supply;Obstruction to healthcare delivery;Not specified;Unkown;17-03-2025;mar-25;2025-03;3;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
646;Flash Update;275;Insecurity Insight;Bomb;Violence with heavy weapons, fire or chemical agent;Turkish Friendship Hospital;Gaza City;21-03-2025;mar-25;2025-03;3;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;Hospital had been repurposed into a military base previously. It was the only specialised cancer hospital in Gaza. Now demolished completly
647;Flash Update;275;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;23-03-2025;mar-25;2025-03;3;2025; -   ; -   ;2;2; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;8; -   ; -   ; -   ;;;
648;Flash Update;277;No;Order of evacuation;Evacuation order;Not specified;Gaza City;26-03-2025;mar-25;2025-03;3;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
649;Flash Update;277;No;Order of evacuation;Evacuation order;Not specified;Rafah;31-03-2025;mar-25;2025-03;3;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
650;Flash Update;277;No;Order of evacuation;Evacuation order;Not specified;Khan Younis;31-03-2025;mar-25;2025-03;3;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
651;Flash Update;296;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;07-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ;2;2; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6;;;
652;Flash Update;280;Insecurity Insight;Denial of delivery;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;10-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
653;Flash Update;280;Insecurity Insight;Denial of delivery;Obstruction to healthcare delivery;Al Ahli Arab Hospital;Gaza City;10-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
654;Flash Update;280;Insecurity Insight;Denial of delivery;Obstruction to healthcare delivery;Al Ahli Arab Hospital;Gaza City;11-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
655;Flash Update;280;Insecurity Insight;Denial of delivery;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;11-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
656;Flash Update;280;Insecurity Insight;Denial of delivery;Obstruction to healthcare delivery;Al Ahli Arab Hospital;Gaza City;12-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
657;Flash Update;280;Insecurity Insight;Threat;Violence against individuals;Al Ahli Arab Hospital;Gaza City;13-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
658;Flash Update;280;Insecurity Insight;Order of evacuation;Evacuation order;Al Ahli Arab Hospital;Gaza City;13-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
659;Flash Update;280;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;13-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
660;Flash Update;280;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;13-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ;1;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;13-04-2025;14-04-2025;
661;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;14-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
662;Flash Update;280;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Kuwait field Hospital;Khan Younis;15-04-2025;abr-25;2025-04;4;2025;1;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;9;9; -   ; -   ; -   ; -   ;;;
663;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Ahli Arab Hospital;Gaza City;21-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
664;Flash Update;284;Insecurity Insight;Not specified;Not specified;Kuwait field Hospital;Khan Younis;22-04-2025;abr-25;2025-04;4;2025;1;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
665;Flash Update;284;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Mohamed Al Durrah Hospital;Gaza City;23-04-2025;abr-25;2025-04;4;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;23-04-2025;;
666;Insecurity Insight;NA;No;Denial of delivery;Obstruction to healthcare delivery;Kuwait field Hospital;Khan Younis;10-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
667;Flash Update;288;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;13-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ;1;2;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;12;12;;;
668;Flash Update;288;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;European Hospital;Khan Younis;13-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ;19;28; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;40; -   ;13-05-2025;;
669;Insecurity Insight;NA;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;European Hospital;Khan Younis;14-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
670;Flash Update;290;No;Order of evacuation;Evacuation order;Not specified;Gaza North;14-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
671;Flash Update;290;No;Order of evacuation;Evacuation order;Not specified;Gaza North;14-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
672;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;European Hospital;Khan Younis;14-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1; -   ;;;
673;Flash Update;290;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;15-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
674;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;European Hospital;Gaza City;16-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
675;Flash Update;290;Insecurity Insight;Inaccessible due to insecurity;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;16-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
676;Flash Update;290;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;16-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
677;Flash Update;290;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;18-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
678;Flash Update;290;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;18-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
679;Flash Update;290;No;Shelling;Violence with heavy weapons, fire or chemical agent;Jordanian field Hospital;Khan Younis;18-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
680;Flash Update;290;No;Shelling;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;18-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
681;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al-Khair Hospital;Khan Younis;18-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
682;Flash Update;290;Insecurity Insight;Siege;Siege, occupation of the facility or use as a military base;Indonesian Hospital;Gaza North;18-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
683;Flash Update;290;Insecurity Insight;Inaccessible due to insecurity;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;18-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
684;Flash Update;290;Insecurity Insight;Bulldozer;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;18-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
685;Flash Update;290;Insecurity Insight;Artillery;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;18-05-2025;may-25;2025-05;5;2025; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
