Attack ID;Source 1;Report number;Source 2;Type of attack;Category;Hospital name;Governorate;Date;Month-year;Year-month;Month;Year; Killed staff FU ; Killed staff II ; Killed patients FU ; Killed patients II ; Killed individuals FU ; Killed individuals II ; Detained staff FU ; Detained staff II ; Detained patients FU ; Detained patients II ; Detained individuals FU ; Detained individuals II ; Injured staff FU ; Injured staff II ; Injured patients FU ; Injured patients II ; Injured individuals FU ; Injured individuals II ;Closure;Reopening;Comments
196;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Yamas As Saeed Hospital;Gaza North;09-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;casualties reported without specifying number
197;Insecurity Insight;NA;No;Setting fire;Violence with heavy weapons, fire or chemical agent;Al Yamas As Saeed Hospital;Gaza North;09-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
198;Flash Update;65;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;European Hospital;Khan Younis;09-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
199;Flash Update;66;No;Siege;Siege, occupation of the facility or use as a military base;Kamal Adwan Hospital;Gaza North;09-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
200;Flash Update;66;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Aqsa Hospital;Deir al Balah;10-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ;2;4; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1;;;unspecified number of injured
201;Flash Update;66;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;10-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
202;Flash Update;66;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;11-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
203;Flash Update;66;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Aqsa Hospital;Deir al Balah;11-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
204;Flash Update;66;Insecurity Insight;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;11-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
205;Flash Update;67;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;11-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
206;Flash Update;67;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;11-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
207;Flash Update;67;Insecurity Insight;Raid;Siege, occupation of the facility or use as a military base;Kamal Adwan Hospital;Gaza North;12-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
208;Flash Update;67;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;12-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
209;Flash Update;67;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;12-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
210;Insecurity Insight;NA;No;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;12-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;11-12-2023;27-12-2023;
211;Flash Update;68;No;Interrogation;Violence against individuals;Kamal Adwan Hospital;Gaza North;12-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
212;Flash Update;68;No;Physical abuse;Violence against individuals;Kamal Adwan Hospital;Gaza North;12-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
213;Flash Update;67;Insecurity Insight;Arrestation;Violence against individuals;Kamal Adwan Hospital;Gaza North;12-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ;70;70; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
214;Flash Update;67;No;Order of evacuation;Evacuation order;Kamal Adwan Hospital;Gaza North;12-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
215;Flash Update;69;Insecurity Insight;Firearm;Violence against individuals;Kamal Adwan Hospital;Gaza North;13-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;5;5; -   ; -   ; -   ; -   ;;;
216;Flash Update;68;Insecurity Insight;delayed access to care due to insecurity;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;13-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
217;Flash Update;69;Insecurity Insight;Denial of access to care;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;14-12-2023;dic-23;2023-12;12;2023; -   ; -   ;2;7; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
218;Insecurity Insight;NA;No;Bulldozer;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;14-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
219;Insecurity Insight;NA;No;Setting fire;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;14-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
220;Insecurity Insight;NA;No;Arrestation;Violence against individuals;Kamal Adwan Hospital;Gaza North;14-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;5; -   ; -   ; -   ; -   ; -   ; -   ;;;
221;Flash Update;70;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;14-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
222;Flash Update;71;Insecurity Insight;Bulldozer;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;16-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecified number of casualties
223;Flash Update;71;Insecurity Insight;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;16-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
224;Flash Update;71;Insecurity Insight;Hit;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;16-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
225;Flash Update;72;Insecurity Insight;Firearm;Violence against individuals;Al Shifa Medical Hospital;Gaza City;17-12-2023;dic-23;2023-12;12;2023; -   ;2; -   ; -   ;31;31; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;6;6;;;
226;Flash Update;73;Insecurity Insight;Occupation of facility;Siege, occupation of the facility or use as a military base;Al Awda Hospital-North;Gaza North;17-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
227;Flash Update;73;Insecurity Insight;Psychological abuse;Violence against individuals;Al Awda Hospital-North;Gaza North;17-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
228;Flash Update;73;Insecurity Insight;Arrestation;Violence against individuals;Al Awda Hospital-North;Gaza North;17-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ;21; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;flash update does not specifiy the number
229;Flash Update;73;Insecurity Insight;Interrogation;Violence against individuals;Al Awda Hospital-North;Gaza North;17-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
230;Flash Update;73;Insecurity Insight;Physical abuse;Violence against individuals;Al Awda Hospital-North;Gaza North;17-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
231;Flash Update;72;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;17-12-2023;dic-23;2023-12;12;2023; -   ; -   ;1;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecified number of injured
232;Flash Update;73;Insecurity Insight;Raid;Siege, occupation of the facility or use as a military base;Al Ahli Arab Hospital;Gaza City;18-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;18-12-2023;27-12-2023;
233;Insecurity Insight;NA;No;Order of evacuation;Evacuation order;Al Ahli Arab Hospital;Gaza City;18-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
234;Flash Update;73;Insecurity Insight;Arrestation;Violence against individuals;Al Ahli Arab Hospital;Gaza City;18-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ;2; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;flash update does not specify the number of arrested staff
235;Insecurity Insight;NA;No;Raid;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;18-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
236;Flash Update;72;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;18-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ;5;5; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
237;Flash Update;72;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;18-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ;26;26; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
238;Flash Update;73;No;Hit;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;18-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
239;Flash Update;74;No;Not specified;Not specified;Nasser Hospital;Khan Younis;18-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;4; -   ;;;
240;Insecurity Insight;NA;No;Arrestation;Violence against individuals;Al Shifa Medical Hospital;Gaza City;19-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
241;Insecurity Insight;NA;No;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;19-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
242;Insecurity Insight;NA;No;Arrestation;Violence against individuals;Al Shifa Medical Hospital;Gaza City;19-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
243;Flash Update;74;Insecurity Insight;Bomb;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;20-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
244;Insecurity Insight;NA;No;Artillery;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;20-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
245;Flash Update;76;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Ahli Arab Hospital;Gaza City;21-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
246;Flash Update;76;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;21-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
247;Flash Update;76;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;21-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
248;Insecurity Insight;NA;No;Sniper;Violence against individuals;Al Awda Hospital-North;Gaza North;21-12-2023;dic-23;2023-12;12;2023; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
249;Flash Update;76;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;21-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ;3; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
250;Flash Update;76;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Sahaba Hospital;Gaza City;21-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;11-12-2023;19-12-2023;
251;Flash Update;77;No;Hit;Violence with heavy weapons, fire or chemical agent;Al-Khair Hospital;Khan Younis;25-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ;7;7; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ;11;10;;;
252;Insecurity Insight;NA;No;Search;Violence against individuals;Al Quds Hospital;Gaza City;27-12-2023;dic-23;2023-12;12;2023; -   ; -   ; -   ; -   ; -   ;12; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;people gathering at the entrance have been hit and dozens died
253;Flash Update;82,84;Insecurity Insight;Bomb;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;02-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
254;Flash Update;84;Insecurity Insight;Strike;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;04-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
255;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Aqsa Hospital;Deir al Balah;05-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
256;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;06-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
257;Insecurity Insight;NA;No;Sniper;Violence against individuals;Al Amal Hospital;Khan Younis;06-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
258;Flash Update;86;Insecurity Insight;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Aqsa Hospital;Deir al Balah;07-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
259;Insecurity Insight;NA;No;Artillery;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;07-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
260;Flash Update;86;No;Denial of delivery;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;07-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
261;Flash Update;87;Insecurity Insight;Order of evacuation;Evacuation order;Al Aqsa Hospital;Deir al Balah;07-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
262;Flash Update;87;Insecurity Insight;Strike;Violence with heavy weapons, fire or chemical agent;European Hospital;Khan Younis;08-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ;40; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecified number of injured
263;Flash Update;88;No;Denial of delivery;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;08-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
264;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;10-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
265;Insecurity Insight;NA;No;Lack of fuel;Obstruction to healthcare delivery;Al Aqsa Hospital;Deir al Balah;12-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ;3; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
266;Insecurity Insight;NA;No;Sniper;Violence against individuals;Al Shifa Medical Hospital;Gaza City;13-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
267;Flash Update;93;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;15-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
268;Flash Update;95;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;16-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
269;Flash Update;95;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;16-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1; -   ;1; -   ; -   ; -   ;;;
270;Insecurity Insight;NA;No;Denial of access to care;Obstruction to healthcare delivery;Al Quds Hospital;Gaza City;16-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
271;Insecurity Insight;NA;No;Threat;Violence against individuals;Al Quds Hospital;Gaza City;16-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
272;Flash Update;95;No;Shelling;Violence with heavy weapons, fire or chemical agent;Jordanian field Hospital;Khan Younis;17-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecified number of injured people
273;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;19-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;22-25 jan = inaccessible
274;Flash Update;NA;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al-Khair Hospital;Khan Younis;22-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
275;Flash Update;NA;No;Order of evacuation;Evacuation order;Al-Khair Hospital;Khan Younis;22-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;arrested an unspecified number of individuals
276;Insecurity Insight;NA;No;Arrestation;Violence against individuals;Al-Khair Hospital;Khan Younis;22-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
277;Flash Update;100;Insecurity Insight;Raid;Siege, occupation of the facility or use as a military base;Al-Khair Hospital;Khan Younis;22-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
278;Flash Update;101;No;Siege;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;22-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
279;Flash Update;100;No;Order of evacuation;Evacuation order;Al Amal Hospital;Khan Younis;23-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
280;Flash Update;100;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;23-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
281;Flash Update;100;No;Order of evacuation;Evacuation order;Nasser Hospital;Khan Younis;23-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;25-01-2024;14-06-2024;
282;Flash Update;100;No;Order of evacuation;Evacuation order;Jordanian field Hospital;Khan Younis;23-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
283;Flash Update;102;No;Siege;Siege, occupation of the facility or use as a military base;Nasser Hospital;Khan Younis;23-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
284;Flash Update;101;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;23-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
